danmaku,zone,time,total_time
666,information,558.39200,1540
你急了,information,675.32600,1540
开票就开瓢,information,695.57000,1540
肝帝！,information,6.75600,1540
老师 多注意身体,information,26.46200,1540
信息情报就是财富,information,939.83500,1540
就是她啊,information,907.11700,1540
根本没有能力玩政治,information,718.81100,1540
"China,China,China",information,403.78600,1540
拜登：我能保证开会不打瞌睡,information,1472.50700,1540
说明期考结束了,information,34.58500,1540
看来老师准备期末考试游刃有余啊哈哈哈,information,22.35900,1540
而他做不到，没有那个魄力和体力,information,1455.32200,1540
我大明天下无敌啊,information,1284.82900,1540
州务卿不是和建国一个党的,information,376.49700,1540
好狗,information,104.69900,1540
进入正题,information,1230.53600,1540
汉弗莱？What？,information,1309.93900,1540
谢谢老师,information,1525.23700,1540
说话好绕…,information,455.20600,1540
谢谢老师，老师再见,information,1516.50500,1540
拜登停止了思考,information,1485.18300,1540
拜登作法雇阴兵,information,282.91400,1540
御  前  军  事  会  议,information,1349.44000,1540
打高尔夫球得来的数据,information,357.40000,1540
龟龟,information,143.77600,1540
滴滴滴,information,13.10900,1540
等等，这，TM 不是IJA和IJN么,information,1274.37400,1540
王骁也提到过美国的国家政体架构是个不完整，不全面的结构。,information,1256.00600,1540
想的挺美,information,1441.40700,1540
福山@嘿嘿嘿,information,1249.51300,1540
禁卫军出击,information,154.62300,1540
哈哈,information,1053.38300,1540
股神,information,942.39600,1540
关键他威胁了,information,572.36500,1540
星辰大海,information,213.43100,1540
赚钱嘛 不寒碜,information,1068.35600,1540
他能吗,information,1460.38500,1540
正常还是秘密的,information,374.11400,1540
卢比孔河,information,739.58300,1540
666666,information,9.22800,1540
老师好,information,15.48600,1540
小猪 蓬 佩奇,information,596.29900,1540
小丑竟是我自己,information,183.90200,1540
李鸿章直呼内行,information,29.21900,1540
哈哈哈,information,206.76700,1540
发动兵变,information,128.19900,1540
看出来老师放假了,information,19.84000,1540
美国监听全世界,information,371.88100,1540
瓜子花生啤酒鸡翅膀已准备好,information,1512.45700,1540
已经在撒泼了……,information,361.95800,1540
向天再借500票——,information,346.59000,1540
这三巨头 笑着笑着就哭了,information,1104.06900,1540
谢谢老师,information,1520.27600,1540
开心,information,15.99300,1540
暴走了,information,4.51100,1540
请注意身体,information,964.68400,1540
看得我肝疼,information,20.46400,1540
钢铁雄肝,information,33.27900,1540
知道了，2月股神,information,889.19800,1540
道路问题,information,1421.87700,1540
重新定义亏了,information,967.79900,1540
焦♂灼,information,734.65900,1540
利用股市内幕赚钱的那个女的？,information,797.74800,1540
拭目以待,information,1517.66300,1540
好长好难，舒服了！,information,1321.27800,1540
危机，崩溃,information,1337.49900,1540
114514,information,304.96400,1540
武德充沛,information,107.94800,1540
只要多一票,information,304.67400,1540
俺要玩个够？,information,365.43200,1540
可怕,information,13.75600,1540
蓬蓬不坚定,information,643.48300,1540
好事,information,115.84400,1540
巴菲特自愧不如,information,933.64600,1540
他要有这个能力，也就不会有懂王上台了,information,1464.50200,1540
骰子已经掷下,information,103.20100,1540
二十吨卡特,information,1374.13400,1540
谢谢老师,information,1517.93900,1540
阴兵借路，百鬼夜行,information,276.54100,1540
很难的啦！,information,1461.41900,1540
我需要114514票（错乱）,information,296.56100,1540
我需要114514票（错乱）,information,296.56100,1540
一千个人里有一千个哈利波特,information,559.99700,1540
小丑竟是我自己,information,175.37500,1540
老生意人了,information,577.15500,1540
老师积累深，看了新闻马上就能随时输出，其他up组织材料写稿是要久一点的,information,65.15000,1540
“粉碎美国梦”,information,1463.71800,1540
fbi啊！,information,406.88000,1540
谢谢老师,information,1519.24000,1540
？？？？？？？？？？,information,106.95300,1540
拉黑走好不送,information,41.51300,1540
谢谢老师,information,1525.54500,1540
勤王！勤王！勤王！,information,719.33500,1540
只有作弊才能打败作弊,information,577.16800,1540
白宫里，除了川宝，全是内鬼,information,489.33100,1540
长句已经持续两分钟了,information,1201.22200,1540
说不摘就不摘，就是这么容易,information,1255.35900,1540
谢谢老师,information,1526.35200,1540
别争了，我说了算，是jio趾呀,information,811.21900,1540
一去不复还了,information,1450.17100,1540
先先买好，然后不摘了，妥妥十个点~,information,1014.89900,1540
应该属于非官方的官方泄密,information,505.29000,1540
819哈哈哈,information,1426.61500,1540
大杀特杀,information,12.75100,1540
睡王？可拉倒吧,information,1462.47700,1540
在时代大势面前，逆流的精英又能泛起多大的浪花？,information,1410.01700,1540
卖股票的那几个人！！！想起来了,information,894.63900,1540
I don't want go……打滚中……(?_?),information,359.20400,1540
没人发现沈老师带着手串吗？,information,274.19900,1540
被自家人卖了,information,414.71200,1540
这都够弹劾了吧,information,615.89800,1540
嘿嘿   不听话了,information,336.20400,1540
一定是俄罗斯监听！！,information,427.43000,1540
汉弗莱和阿诺德直呼内行,information,585.81900,1540
太肝了,information,11.97900,1540
蓬猪被人杀猪盘了,information,623.56100,1540
好家伙,information,110.24700,1540
千万别,information,833.11700,1540
高能,information,23.34400,1540
自带录音功能,information,415.44900,1540
手 动 引 号,information,1053.13000,1540
手 动 引 号,information,1053.13000,1540
手 动 引 号,information,1053.13000,1540
及其罕见的一幕出现了,information,16.32900,1540
阿川他疯了，说要搞一个新美利坚,information,228.13300,1540
Jo治亚州,information,1026.17700,1540
在危险的边缘疯狂试探,information,152.12200,1540
那是圆肝,information,78.77900,1540
监听监听的人可还行,information,451.31900,1540
少赚也是亏,information,966.46100,1540
预期赚1亿，实际赚2千万，对外公布亏了8千万,information,966.46100,1540
预期赚1亿，实际赚2千万，对外公布亏了8千万,information,961.12200,1540
预期赚1亿，实际赚2千万，对外公布亏了8千万,information,961.12200,1540
传统艺能,information,383.29900,1540
兔可往，鹰亦可往,information,1422.22500,1540
乔治亚=佐治亚=格鲁吉亚=Jo治亚,information,800.25800,1540
按照发音应该是：Jo吉亚,information,799.90300,1540
制衡、妥协、共识、契约,information,143.79700,1540
2155个人正在看 恐怖如斯,information,1026.22300,1540
开头的bgm是什么呀，有没有人知道哇,information,0.66000,1540
开头的bgm是什么呀，有没有人知道哇,information,0.66000,1540
看大佬加更的笑容,information,10.52200,1540
《 一 般 》,information,727.64300,1540
《 一 般 》,information,727.64300,1540
圣雄肝帝,information,18.82800,1540
《 一 般 》,information,727.64300,1540
八戒：？？？？？？,information,596.42800,1540
八戒：？？？？？？,information,595.42600,1540
小猪佩奥 危,information,592.46500,1540
少赚就是亏啊,information,988.38800,1540
276年,information,1273.07600,1540
276年,information,1272.84700,1540
翻译：很可能知情,information,489.16100,1540
摘牌已经取消了……,information,1015.16600,1540
拍个剧吧拍个,information,1280.57300,1540
盎 撒 民 族 到 了 最 危 险 地 时 刻,information,1490.44200,1540
所以为什么要跑那里上市？,information,773.16400,1540
心疼川宝,information,367.98700,1540
老师好,information,76.38100,1540
第三世界竟是我自己,information,159.93300,1540
第三世界竟是我自己,information,156.79700,1540
他急了他急了,information,667.72500,1540
第三世界竟是我自己,information,154.82300,1540
卖官鬻爵,information,602.06300,1540
二圣临朝,information,476.78900,1540
应该是官方默许的非官方泄密【doge】,information,498.70000,1540
杀疯了,information,18.16100,1540
难啊,information,1461.33900,1540
任意nb,information,743.40900,1540
7号早上两点看勤王大戏,information,1517.38300,1540
进京勤王,information,84.40300,1540
快进到819,information,1351.99800,1540
太长了记不住。。。,information,1325.95800,1540
谢谢老师,information,1518.47500,1540
福山之师,information,1248.38300,1540
建言：好戏即将开始,information,674.80200,1540
老师好,information,8.14300,1540
巴菲特直呼内行,information,927.80700,1540
标准政商结合体,information,877.20400,1540
真的崇祯,information,1459.61800,1540
辛苦了,information,38.03600,1540
太肝了,information,16.41800,1540
不卖亏更多,information,970.97900,1540
纸牌屋plus,information,1245.73900,1540
哈哈哈哈哈哈哈 卧槽 好家伙直接好家伙,information,900.08000,1540
懒得跟他说了,information,341.77400,1540
肝帝！,information,8.89900,1540
希望老师能讲一下迪克切尼,information,122.82900,1540
fake recordings!!,information,638.07800,1540
他不是喜欢极限施压么，自己也尝尝极限的滋味,information,677.69900,1540
阅读理解是吧,information,610.23800,1540
哈哈哈哈 好家伙,information,568.47500,1540
老师杀疯了,information,16.60600,1540
论阅读理解的重要性,information,649.09000,1540
前,information,37.55400,1540
有内鬼 哈哈哈哈,information,366.49100,1540
谢谢老师,information,1520.50000,1540
百年未有之大变局,information,155.45500,1540
明天又得加更了,information,804.91900,1540
【pofgjkbm】,information,1373.22500,1540
111111,information,345.13600,1540
666666,information,333.63600,1540
9999,information,328.13600,1540
233,information,317.63500,1540
我的妈，不睡了，真就一天一更,information,0.23200,1540
勤王 哈哈哈哈,information,36.34300,1540
遛狗狗都怕遛骨折  还盼望啥,information,1473.83000,1540
日更,information,13.13900,1540
老师讲这么多逻辑完全清晰，真的厉害,information,1157.71600,1540
去二仙桥,information,1409.11000,1540
美国超过两千万了，今年能解决我倒立洗头,information,1454.54600,1540
企业理解,information,574.00600,1540
啊？？,information,559.12000,1540
快进到南北战争,information,141.88700,1540
呵呵,information,953.82600,1540
这就是利益交换,information,153.55100,1540
她说她是乱买的，亏了,information,977.83800,1540
Giaogia,information,812.93400,1540
好卡,information,265.22000,1540
马上就6号了！,information,677.54200,1540
不要太嚣张，但是事情要做的漂亮！！,information,718.55600,1540
不可能，除非天降猛男！,information,1479.36800,1540
事实是什么？重要吗？,information,363.86600,1540
女朋友和我吵架……,information,323.80400,1540
在亚美利加，我川哥说作了弊那就是作了弊！,information,532.38200,1540
都70岁了，搞不来,information,1462.52700,1540
双话事人咯,information,371.89800,1540
那么是谁录的呢~,information,384.23200,1540
爆肝,information,3.26100,1540
“Quo Vadis?”,information,1412.63500,1540
有人录了超梦,information,393.18200,1540
谢谢老师,information,1529.59600,1540
这信不是此地无银三百两么,information,64.69800,1540
【还活着的】（老师憋不住笑了一下）,information,29.50800,1540
肝皇,information,18.43800,1540
daiwan can help,information,333.24400,1540
好家伙,information,6.60700,1540
同学们，知道怎么放假了吗？,information,3.71000,1540
陛下，你为何要造反？,information,143.32200,1540
这都能吃到狗粮？,information,1083.48200,1540
跟我进京勤王doge,information,53.56000,1540
龟龟,information,9.65500,1540
可怕了，看来是有这种迹象,information,66.89500,1540
哎我喜欢这个麦克风,information,25.84700,1540
FBI？（doge）,information,409.98700,1540
合影,information,1438.04200,1540
生怕一不小心真的“忍无可忍，无需再忍进军华盛顿”,information,1347.42300,1540
先投币,information,13.66200,1540
可以看得出他们慌得一批,information,1347.42300,1540
已经6号了,information,1505.06200,1540
有内鬼,information,241.17900,1540
众正盈朝,information,1375.67500,1540
勤王了,information,31.26100,1540
精英最后的挽救了。,information,1399.56300,1540
川宝，这是个叛徒啊，不能留,information,1066.22100,1540
福山：给个痛快,information,1261.22500,1540
拉着一起死,information,572.62700,1540
魔幻,information,72.51100,1540
点名表扬,information,745.17200,1540
三家：终于可以多赚点钱了,information,1136.46100,1540
好家伙 ! 太上长老都出来了,information,26.89500,1540
还赚了,information,1096.83600,1540
拆哪,information,405.06700,1540
大家一起抛？哈哈,information,998.17700,1540
这个太有意思了，又不摘了,information,764.98100,1540
太强了吧,information,13.63900,1540
有没有支持拜登这边的？,information,506.93900,1540
（我有消息）,information,930.50000,1540
有zoom,information,920.04400,1540
美国最大的问题还是在国内,information,1435.31800,1540
“找”出来~,information,573.36100,1540
投机倒卖股票那一波人,information,885.98300,1540
大师，我悟了,information,1280.82800,1540
杀疯了杀疯了,information,10.49500,1540
沈逸老师暗示我还要继续更,information,1505.81900,1540
换其他人早放弃了,information,682.00000,1540
懂王还真的努力,information,668.15700,1540
完犊子 现在鹰酱马上要淹死了 我们还怎么摸着它过河,information,1443.37100,1540
今天就6号了,information,1522.63000,1540
他做不到啊.,information,1489.34300,1540
八戒:？？。。,information,607.81000,1540
哈哈哈哈,information,599.40300,1540
进京勤王,information,205.64300,1540
肝老师好,information,12.45100,1540
有没有课代表啊,information,1124.50300,1540
在任不在世,information,1369.51300,1540
三分钟长难句.,information,1317.40300,1540
肝神老师,information,68.25300,1540
明末能臣也不少，有用吗,information,1339.38400,1540
以礼来降,information,618.85900,1540
“我是一只兔叽”,information,1073.85400,1540
我不信，除非有原文。,information,604.92500,1540
肝帝,information,16.83800,1540
杀疯了,information,10.48200,1540
什么叫做甚至有人说，老师你自己没看原文吗？,information,588.77500,1540
不是俄罗斯吗？,information,410.49600,1540
当一个国家在走下坡路的时候，总需要有个人。。。,information,1512.69800,1540
睡王!,information,1481.79900,1540
10个，这个职位是轮值的吗？（doge）,information,1128.70700,1540
作秀,information,1090.48100,1540
经典长难句来了,information,1310.93200,1540
本来它们也不会真的这么干吧，只是拿这个当筹码多争取点东西,information,120.29700,1540
Verify Your Clock,information,677.05900,1540
"肝帝们,脸都挺圆的",information,10.31000,1540
提前20年,information,1285.01500,1540
不可能的，指望睡王挽狂澜于既倒扶大厦之将倾这太为难一个七十多的老人了,information,1463.11900,1540
要不就是不出来，要不就是天天露面....,information,34.97900,1540
skr,information,39.01700,1540
八仙女？,information,221.22500,1540
破防了,information,667.49800,1540
同志,information,9.27200,1540
这到底什么操作还能亏？,information,979.07800,1540
大戏在6号,information,1522.67600,1540
说祖灵的太真实了,information,1378.91900,1540
怎么每次都有录音带出来的呀,information,249.08000,1540
疯狂加更,information,6.37000,1540
林兄：大哥，小弟我帮你斩了那拜老匹夫,information,130.36700,1540
梦幻联动,information,754.98500,1540
可以,information,10.69500,1540
肝帝,information,25.32100,1540
毕福剑直呼内行,information,401.15900,1540
很快啊，已经撤了,information,1040.12300,1540
1月6号临晨1：46,information,1517.48700,1540
五大老五奉行随你挑,information,613.78200,1540
这哥们儿是怀念监狱生活了？？？？,information,109.54100,1540
老师牛批,information,25.18800,1540
谢谢老师,information,1522.25400,1540
来了,information,19.95000,1540
日更,information,15.27200,1540
韩国表示？我怎么又回到第三世界了？,information,160.28500,1540
剧情又反转了,information,1051.60000,1540
啊，还更，我硬币,information,11.02500,1540
川宝挺住,information,232.14400,1540
确定不是将军们背后的金主们发话了吗？,information,1362.26900,1540
内幕消息知情人？？,information,888.98000,1540
比苏联好，已经快速上线，就是这种抢救他有用？,information,1401.62700,1540
觉不够睡的话很难啊,information,1472.30800,1540
在世,information,1349.30700,1540
原来是你啊,information,894.08700,1540
老师辛苦了,information,1519.53000,1540
老师要注意身体啊 这憔悴的 干燥的 保证睡眠补水啊大佬,information,71.23800,1540
明天又要加更,information,740.75900,1540
老师辛苦啦,information,1523.84500,1540
川宝又又又被背刺了，真的惨,information,498.23900,1540
互相buff,information,1138.55900,1540
我要伊万卡就帮你,information,648.03100,1540
明天肯定还要加更,information,1212.67400,1540
肝帝杀疯了,information,9.89500,1540
克格勃,information,408.36100,1540
国朝养士百五十年，仗义死直就在今日！（doge）,information,1397.22200,1540
还有这好事,information,775.90700,1540
老内鬼了,information,387.81900,1540
狼人杀么哈哈哈哈哈,information,546.03900,1540
萝卜+大棒,information,586.50500,1540
没撤，还涨了4-6%,information,1039.69500,1540
400,information,388.46100,1540
call in,information,377.96100,1540
FIB,information,431.62900,1540
比我看的都快,information,14.75500,1540
这这这,information,5.81300,1540
肯定是州务卿那边的人泄露出去的录音,information,490.18500,1540
十常侍,information,67.05400,1540
魔怔了,information,355.53100,1540
下午还有考试，熬夜看完先,information,9.28800,1540
今天已经放过了三大通信公司了,information,899.97400,1540
你让他结束干嘛？闹呗使劲闹,information,147.94400,1540
哈哈哈哈哈哈哈哈,information,469.94500,1540
三连,information,1522.08800,1540
逼乎，分享你刚编的故事,information,286.93100,1540
6号了,information,1514.77900,1540
罗马帝国分崩离析的前夕,information,1259.64600,1540
谢邀，人在蒙古，刚下航母,information,277.17100,1540
11780,information,213.55500,1540
未曾设想的道路,information,97.66700,1540
这个大概有点精确啊,information,245.41100,1540
哈哈哈哈哈哈哈哈,information,331.98500,1540
肝帝,information,4.33900,1540
拼一拼 小吏能进京 搏一搏 州官要入阁,information,598.25900,1540
睡王：我先到另一个世界等你们,information,1482.31800,1540
听不懂了，我已经不想思考了,information,1461.21200,1540
大佬浑身是肝,information,24.55600,1540
杀疯了，,information,24.55700,1540
看美国7号比武大会了,information,1275.73700,1540
肝帝回归,information,10.62700,1540
耐人寻味,information,646.51900,1540
真的是堆放录音吗不是有人监听？,information,483.61900,1540
杀疯了,information,29.97600,1540
川总加油！看好你奥！！！！！,information,124.19900,1540
/‘。；，那边v成为相册v                m|）+3,information,275.54700,1540
川宝：你比我懂？,information,352.48200,1540
！！！！,information,15.35100,1540
要点题了,information,1141.97300,1540
连更,information,16.14900,1540
fake news,information,355.49700,1540
《军变》,information,123.65900,1540
这可太劲爆了，选到自己赢为止,information,101.94900,1540
哈哈哈哈哈哈哈哈,information,251.02900,1540
肝帝,information,19.95400,1540
太肝了吧,information,23.98900,1540
2+3,information,827.22100,1540
双引号手势,information,1070.03800,1540
这就是～癌～,information,1075.02300,1540
Yes，Prime minister,information,507.01500,1540
首先得顺利交接，中间再出什么幺蛾子这场戏就没完了,information,1425.55900,1540
看义军的弹药带的够不够了,information,747.83100,1540
巴菲特，你别走，,information,746.62600,1540
真是紧急状态委员会,information,1392.81900,1540
这不是非官方的官方泄密，而是官方的非官方泄密,information,487.11400,1540
Intellegence,information,492.80100,1540
老鼠仓啊,information,924.16300,1540
精罗狂喜,information,91.44500,1540
一些人还在挣扎，试图挽救局面,information,1353.23900,1540
杀疯了,information,15.33400,1540
两个70几岁的老头子为了一份工作，各出奇谋，绞尽脑汁！ 年轻人们，该好好学习这种精神。,information,1476.00700,1540
看给多少钱了,information,573.40000,1540
没这事？那么你就是个FAKE的州务卿囧,information,391.74700,1540
我6号凌晨看哦,information,1497.96300,1540
分封制,information,627.37600,1540
前任,information,1147.20400,1540
已经表明拒绝摘牌。,information,1254.88200,1540
金水跳预言家,information,599.12500,1540
俺要玩个够！,information,359.10800,1540
美利坚合众国 感觉 和英国比赛灭国,information,512.10500,1540
你现在都不肯叫我的名字了！川建国,information,46.25100,1540
汉语长难句很难懂么,information,1329.27700,1540
谢谢老师,information,1524.63000,1540
加油男孩,information,1519.56200,1540
4,information,496.72300,1540
彭培奥：卸磨杀猪？,information,612.08900,1540
印度：正是在下，我们的软件全宇宙第一。,information,401.75700,1540
兔子：摸着鹰酱过河,information,1402.83100,1540
这是要进化成肝神了？,information,0.00000,1540
川宝勇敢飞,information,560.01900,1540
逐渐蛙化,information,1287.01000,1540
牛啊,information,10.86300,1540
双厨狂喜,information,747.23200,1540
全TM怪毛子,information,545.22200,1540
炸裂,information,485.85500,1540
不，总统,information,453.06100,1540
思科出来挨打,information,405.01800,1540
思科出来挨打,information,405.15500,1540
川宝 还是爱国的,information,230.91500,1540
他们慌了，真是有可能的,information,93.86200,1540
美剧，不，总统,information,381.32300,1540
日更,information,4.00000,1540
？？？？？,information,7.82300,1540
来来来,information,25.55200,1540
来了来了来了,information,16.05900,1540
那是因为州务卿知道自己录音了,information,340.23000,1540
jo治亚,information,835.38200,1540
彭猪：为什么cue我？,information,622.25500,1540
双方都有律师在场的!!,information,671.95300,1540
明打暗保,information,1114.29300,1540
快去找龙头棍！,information,713.02200,1540
棱镜门,information,240.75300,1540
棱镜门,information,240.90300,1540
手势好评,information,1069.62100,1540
哈哈哈,information,1057.73700,1540
加更帝阿,information,31.08900,1540
崩崩邦邦崩崩邦邦,information,1.59800,1540
懂王牛逼啊,information,149.98800,1540
预计赚1亿，只赚了8000万，就是俗称的『亏了2000万』，老惨了。。,information,976.75900,1540
肝,information,6.62800,1540
爆肝,information,12.97600,1540
抛售,information,906.44900,1540
肝神,information,27.73300,1540
水门事件ver2.0？,information,209.05900,1540
太棒了,information,1181.41600,1540
难,information,1456.76900,1540
草丛里跳出抠脚大汉？,information,566.16600,1540
拉了一个小时的手风琴,information,313.94200,1540
挣钱嘛 不寒颤,information,1074.62700,1540
新瓶装旧酒，全是老朋友,information,259.40500,1540
睡前消息,information,26.78000,1540
快进到禁卫军继承法,information,58.53900,1540
233333,information,32.75000,1540
应该是护法战争,information,168.58000,1540
右边中间的条纹书，一直吸引人,information,1417.81000,1540
老头都不放弃，我们又有什么理由放弃,information,225.77900,1540
害我們?,information,155.08900,1540
為什麼要,information,146.09200,1540
心疼,information,130.58600,1540
进兵勤王,information,725.07300,1540
年輕人,information,123.08800,1540
把战场州变成战场州,information,92.98000,1540
真可怕,information,110.09300,1540
特：给我弄点票,information,241.11900,1540
膜拜肝帝,information,0.00000,1540
b站,information,100.59000,1540
有关系就有关系呗，哪个美国大企业和霉菌没关系？,information,1058.03800,1540
傷害,information,91.58800,1540
絕對的年輕人,information,82.58800,1540
这样也太过分了,information,123.76400,1540
杀疯了,information,12.55600,1540
負pe,information,61.08800,1540
战 场 州（字面意思,information,98.09100,1540
非洲传统美德,information,59.46000,1540
準備回港上市,information,51.58800,1540
b站又漲了,information,38.08800,1540
但凡有点脑子都知道远离地堡男孩,information,536.70700,1540
花了点钱打点了下调查组，所以亏了，大概,information,969.53000,1540
那就两个总统,information,740.43400,1540
瓜农：我就一卖瓜的，要站哪边~,information,572.73600,1540
可以py,information,577.59200,1540
罗马禁卫军团哈哈哈,information,58.32500,1540
cia,information,410.27300,1540
fbi,information,404.77100,1540
边哄边打,information,582.11900,1540
内鬼 ,information,395.76900,1540
紧急状态委员会，笑尿,information,1382.35100,1540
马拉拉狗,information,661.02300,1540
不摘了也是个极大的利坏啊，效果达到了吖,information,1033.47000,1540
前面肝太子圆脸的，别跑,information,73.63100,1540
老师辛苦啦,information,0.95900,1540
川宝被背刺了,information,493.28100,1540
谢谢老师,information,1516.54200,1540
谢谢老师,information,1519.60300,1540
若当（）,information,810.24200,1540
海军陆战队在哪？,information,80.74100,1540
凯撒！凯撒！,information,97.74300,1540
熬夜党的胜利,information,6.53900,1540
这肯定不算关联交易的。。。。,information,945.69100,1540
这是直播吗怎么就停不下来,information,20.22100,1540
决战2020大结局,information,1505.72600,1540
我听我自己,information,413.13300,1540
CHINA! RUSSIA!,information,440.28800,1540
卖股票那个？,information,881.27000,1540
Kelly Loeffler,information,897.04200,1540
保命,information,61.48600,1540
谁可以帮我翻译为英语,information,1340.41000,1540
谢谢老师，老师辛苦了,information,1523.49900,1540
人走茶凉啊老宝贝,information,358.95600,1540
谢谢老师，老师辛苦了,information,1520.31900,1540
老师在课程里推荐过这本书！在读了！,information,1238.60100,1540
与此同时，洛杉矶的民孕们死伤惨重,information,209.27300,1540
与此同时，洛杉矶的民孕们死伤惨重,information,209.06800,1540
你是要累死这个八十岁老人吗,information,1486.14100,1540
我滴妈,information,13.35900,1540
记得,information,892.74800,1540
华川粉鸡冻坏了,information,1129.80000,1540
卸任防长的影响力也就那么回事儿了吧,information,1358.69700,1540
非常怯的一滩泥,information,55.02100,1540
东正美利坚帝国,information,231.91500,1540
当事人自己公开的,information,386.83000,1540
菲克纽斯,information,674.74700,1540
俄罗斯，是俄罗斯干的,information,413.95300,1540
想中兴可不是一件容易的事儿,information,1335.14500,1540
又反转了吧,information,1032.38100,1540
想起来了,information,1074.81200,1540
她老公七老八十了,information,983.79400,1540
不用说了 拜登没有这个能力 等也是白等了,information,1489.45600,1540
苏公十君子,information,1397.43400,1540
好肝,information,17.96200,1540
老美会不会又要打内战啊？,information,147.94600,1540
是时候收复台湾了,information,1159.10100,1540
内幕交易不犯法吗,information,934.79100,1540
十常侍乱乱政,information,38.38400,1540
二五仔,information,400.19700,1540
杀傻莎疯了,information,14.64800,1540
福山的老师yedaisn,information,1250.02600,1540
到底是海尔兄弟，还是快乐男声巅峰之夜,information,1482.03300,1540
老师太厉害了～,information,8.01900,1540
暂停去把文章看完了,information,748.35500,1540
为了竞选要坚定表达立场呗,information,1095.03900,1540
我有印象了,information,901.38300,1540
那不是谣言，那是停止撤销,information,807.72600,1540
厉害了,information,873.03800,1540
已经不可能了,information,1449.78200,1540
天啊,information,11.31800,1540
谢谢老师,information,1524.17900,1540
炮打白宫,information,1403.95100,1540
未曾设想的道路,information,166.80700,1540
小丑竟是我自己,information,222.93900,1540
这么说来，我觉得还可以,information,600.32200,1540
 M丨,information,389.55200,1540
小丑竟是我自己,information,195.43900,1540
纽交所又宣布不退了,information,1015.99900,1540
谁敢动国本,information,1467.68900,1540
勤王吃瓜预告：7号凌晨2点,information,1368.93800,1540
谢谢老师,information,1525.11900,1540
看看谁才是真正的肝帝！,information,31.30200,1540
杀疯了杀疯了,information,11.79300,1540
what？,information,1318.14800,1540
这。。。。。,information,16.50500,1540
《还活着的》,information,29.37100,1540
都开始聊裱糊匠了？,information,7.77900,1540
就是喜欢这种看热闹不嫌事大的开心感觉，哈哈哈,information,251.86300,1540
公车上书,information,1351.65000,1540
狗富贵不相忘,information,613.22300,1540
提前抛售的有好几个人,information,907.11300,1540
太厉害了吧！又加更,information,26.15300,1540
肝老师，身体要紧,information,13.49700,1540
要是真的勤王那就好玩了～～,information,208.36200,1540
股票本来赚的就是信息，就看谁得信息准，谁敢玩，要是单纯比计算，那华尔街早没了,information,943.50800,1540
肝怪,information,10.52300,1540
这个任务交给瞌睡乔。。是不是太为难他了，算了吧，还是捞一笔就走,information,1462.38000,1540
这是肝上长了个人吧...,information,25.20500,1540
俄国的外交官又准备走路了,information,461.38200,1540
州务卿自己交给华油的,information,425.73900,1540
西方首先就排除正确答案了，后面很难说,information,1462.69800,1540
爱你爱你,information,34.90700,1540
banana republic？,information,1226.83700,1540
我炸，我再炸，我再再炸，我再再再炸,information,1028.69900,1540
我真觉得拜登可能解决不了这个问题,information,1450.85800,1540
太肝了沈肝,information,17.75900,1540
杀疯了,information,9.42700,1540
热乎,information,9.35600,1540
帝国晚期,information,1265.46900,1540
紧急状态委员会笑尿。。。,information,1369.86400,1540
他都快死了,information,1465.06000,1540
这是长难句。。我回去再看一遍,information,1322.84300,1540
阴间来票,information,282.02000,1540
房子塌了,information,677.44000,1540
显然木有,information,1470.55200,1540
精 、英,information,1391.53200,1540
没有,information,1462.71300,1540
谢谢老师o(^o^)o,information,1519.37900,1540
ilidlild,information,6.90200,1540
快进到美国内战,information,172.50600,1540
八戒——危,information,595.12500,1540
热乎的,information,16.32100,1540
有内鬼终止交易,information,391.74700,1540
我就每天凌晨来听课,information,26.08900,1540
睡王要正式就任了,information,1511.80200,1540
估计难,information,1471.95300,1540
拜登：有心杀贼，无力回天！,information,1506.47700,1540
纽交所又不是她家开的,information,1056.75000,1540
老师激动笑了,information,23.43400,1540
老师好,information,9.93300,1540
大戏上演,information,1517.40400,1540
辛苦老师了,information,21.20500,1540
很蓝的啦,information,1443.46200,1540
谢谢老师,information,1521.28200,1540
日更,information,1.97900,1540
乱起来才好呢,information,1409.64100,1540
勤王勤王勤王,information,31.38000,1540
zoom,information,926.84700,1540
《窃 听 风 云》,information,1131.59400,1540
杀疯了,information,23.47200,1540
大明：明末这个我熟,information,1286.50800,1540
格鲁吉亚,information,92.77300,1540
用华为就不会被监听了,information,432.57700,1540
好家伙,information,3.80600,1540
进京勤王,information,1341.91900,1540
问题是岁数辣莫大了啊(￣o￣) . z Z,information,1473.53600,1540
想多了,information,1461.84700,1540
瞌睡乔能健康的活过一任就不错了,information,1469.27000,1540
m,information,1399.41100,1540
快乐男声，巅峰对决,information,576.81000,1540
好家伙,information,10.81900,1540
wc？,information,115.42000,1540
明天又要加更了,information,1521.89900,1540
溺亡者,information,706.25100,1540
小丑竟是我自己,information,162.61200,1540
现实永远比电影电视魔幻剧本都不敢也相信不出这样的情节,information,1226.55900,1540
大朙,information,1303.72100,1540
华尔街不允许哈哈哈哈哈哈,information,1116.57400,1540
隔离,information,959.29500,1540
我以前一直以为这是种装可爱的手势,information,1057.14600,1540
大家都不服，那就分而治之,information,455.58200,1540
这不比电视剧刺激？,information,944.85400,1540
小丑竟是我自己,information,179.50000,1540
纸牌妙妙屋,information,1241.71100,1540
杀疯了,information,10.04600,1540
