danmaku,zone,time,total_time
不忘初心,digital,766.95200,942
哈哈哈,digital,714.09900,942
小米为发烧而生,digital,755.34400,942
老黄 :这锅必须三棒背,digital,442.68500,942
哈哈哈哈哈哈哈哈哈哈哈反向升级,digital,698.29900,942
舒服了 手持865,digital,33.88400,942
K40完了,digital,881.68200,942
火龙,digital,768.98500,942
诶嘿,digital,10.72300,942
小米11这个价格跑这个分还是可以的,digital,351.78200,942
是不是买了这个，就不怕北京这个温度了？,digital,443.01900,942
但是选865也可以啊,digital,848.89400,942
恶心的是国内一大群厂商无脑吹888,digital,738.49800,942
这是夸着骂人啊，nb,digital,917.86200,942
新的小米4,digital,922.88800,942
哈哈哈哈哈哈哈哈哈哈哈哈笑死,digital,647.37900,942
K9000普通模式超神,digital,703.72400,942
哈哈哈哈哈哈哈哈哈,digital,635.41900,942
上冰封散热背夹哦,digital,782.42300,942
还是看视频给力啊,digital,15.10200,942
865yyds,digital,650.30300,942
华为更加坑，价格坑消费者坑得死死的,digital,918.37700,942
好家伙英特尔直呼内行,digital,516.94600,942
草,digital,609.93900,942
仿佛看到老罗在扇自己了,digital,58.64100,942
好刀法,digital,149.02300,942
你怎么知道我还在用小米6,digital,908.25200,942
IQOO7能否一战,digital,581.92900,942
降频严重？能去买个12再来评论？,digital,353.49100,942
A14 YYDS,digital,860.38900,942
散热压不住,digital,73.59900,942
geili,digital,602.05700,942
核聚变退缩炉,digital,270.76900,942
李在赣甚么,digital,713.86200,942
因为还有888高配版还没发布,digital,168.38800,942
IQOO7能否一战,digital,562.24900,942
反向升级可还行,digital,221.25900,942
小米旗舰多少钱，华为旗舰多少钱，华为更坑,digital,919.78000,942
2021年终于集成基带了,digital,230.25900,942
诶嘿,digital,257.14600,942
哈哈哈哈哈哈哈哈哈  好家伙,digital,529.49900,942
梦回810,digital,432.70100,942
你的眼睛都不眨一下，我信了,digital,924.04400,942
还好只买了米10u,digital,724.21900,942
老实上冰封散热背夹,digital,681.13600,942
腾讯垄断调查就该拆,digital,863.96800,942
红米冲冲冲 干掉友商有机会了,digital,831.53100,942
黄金手机,digital,10.57900,942
哎嘿,digital,255.51900,942
O(∩_∩)O哈哈~,digital,654.38500,942
就这？我还是买红米note9pro吧,digital,458.23700,942
9000牛逼,digital,857.47000,942
苹果硬伤就是电池容量低。搞个五千毫安电池绝对卖爆,digital,853.13400,942
之前看过云飞稿子并脑补成功的朋友举个爪呗doge,digital,0.00000,942
翻车了,digital,614.87400,942
好家伙,digital,145.03900,942
智慧分辨率,digital,691.70000,942
但A12有两个这样的大核,digital,329.80700,942
华为被制裁后，高通的嘴脸就暴露了,digital,190.03700,942
三星专门挖坑，曲面屏本想拖苹果下水，结果国产机全落坑，现在又在芯片挖坑,digital,911.50800,942
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？,digital,683.58500,942
还是偶是苹果12,digital,817.91800,942
现在这个天气这么烫，夏天还得了,digital,759.56300,942
可能是刚出优化太差,digital,742.30300,942
这是真的，去店里摸了体验机，摄像头切换和苹果一样顺滑,digital,273.42300,942
魅族:好像有人说特色,digital,891.10200,942
冰封散热背夹 ；；,digital,555.26200,942
三星帝国崩塌,digital,657.90000,942
麒麟安卓最强芯,digital,740.66100,942
膏通削龙哈哈,digital,152.74400,942
像原神这种游戏 手机芯片强度质检员 谁是小丑直接原形毕露,digital,942.00000,942
A什么？,digital,101.61600,942
？,digital,754.54000,942
小米13香,digital,116.87900,942
麒麟9000性能模式牛逼,digital,698.88100,942
666的别走,digital,197.04000,942
说9000e的不把a14放在眼里？,digital,321.01200,942
就像国产超级计算机一样原理，功耗爆表,digital,700.93400,942
原神打钱,digital,14.22800,942
u兄，你咋不动啊,digital,724.87200,942
《 大 核 》,digital,62.86700,942
麒麟：感谢友商助攻,digital,709.02000,942
《 大 核 》,digital,62.86700,942
三八处理器,digital,17.60600,942
《 大 核 》,digital,60.05000,942
发哥行为,digital,725.69900,942
麒麟牛逼,digital,468.31100,942
王者：老子马上要超大更新了！！！,digital,785.93900,942
这代手机不用买，iphone 12做工同比前代如同没抛光的产品,digital,865.17200,942
？,digital,683.02000,942
投币了,digital,686.55800,942
小米又一次独占首发了一代火龙，这，，，,digital,438.01100,942
开了2k，开1080才是不发热,digital,97.30700,942
吊打一切,digital,621.05300,942
反向zhengji,digital,639.75000,942
卧槽！赶紧买一台（1月7日超级冷）,digital,758.77400,942
冰封散热背夹,digital,394.39900,942
小米的澎湃呢？拉出来自己做啊，每次抢着首发当舔狗还出问题。,digital,580.09000,942
冬天取暖 手机可以用于孵蛋,digital,747.27700,942
865开心哈哈哈哈哈哈,digital,651.46900,942
手里的小米10Pro更香了,digital,912.55000,942
开了2,digital,95.12700,942
哈哈哈哈,digital,643.04600,942
可惜换不得,digital,904.81200,942
三星:专注漏电三十年,digital,648.13900,942
小米尽力了,digital,571.71100,942
像原神这种烧机游戏太吃性能了，芯片不好不行,digital,942.00000,942
本来还想换11pro，失望，再等等吧,digital,583.88200,942
又是下一台小米6,digital,904.95800,942
但是麒麟是24核心 也不用性能模式玩游戏 体验起来基本感受不到热,digital,585.49300,942
哈哈哈哈哈哈哈哈哈哈哈,digital,525.81900,942
能不能说声谢谢,digital,577.81900,942
OPPOfind x2pro,digital,877.76700,942
华为一般,digital,602.51500,942
麒麟可惜了,digital,500.42900,942
麒麟九千，性能之巅,digital,457.61500,942
麒麟被制裁就不好说了，个人认为今年不被制裁，麒麟的假想敌应当是苹果。高通真的拉了。,digital,489.10700,942
821,digital,533.06400,942
划重点:升级,digital,220.05000,942
反向升级,digital,648.39600,942
不是吹牛逼  功耗只有麒麟一半吗,digital,447.03600,942
怪不得加了电池容量,digital,469.15000,942
原神数值策划专用,digital,391.60200,942
听说晓龙888是小米研发的呢,digital,12.07100,942
鸡肋,digital,874.07900,942
三星5纳米是7纳米改的吧？？？,digital,801.03200,942
关注点两下吧,digital,917.99200,942
五魁首，六六六,digital,26.91300,942
谁tm玩原神啊,digital,781.24300,942
安装版iPhone mini?,digital,895.07600,942
至尊灰烬版,digital,199.03700,942
台积电是真的牛逼,digital,813.29200,942
联发科加油，干翻高通,digital,743.85500,942
苹果;我不是针对谁。,digital,464.27300,942
火龙,digital,406.53900,942
我也很内含,digital,239.14000,942
小米10PRO我就是小米6的新一代版,digital,930.03400,942
活不愿干，拼命干饭,digital,751.26900,942
求生欲,digital,910.02400,942
麒麟9000普通模式还可以啊,digital,573.58900,942
《intel的总结》,digital,890.22300,942
小米13香,digital,912.87500,942
宽了不舒服,digital,95.86000,942
？？？？,digital,70.59900,942
小米6在这里,digital,920.91800,942
怕什么，麒麟9000功耗10w,digital,430.98200,942
现在用着，没觉得烫啊,digital,435.62700,942
其实你讲我们也听不懂,digital,88.77100,942
还是三星5nm就没救,digital,929.22800,942
三星真不如台积电啊,digital,821.26000,942
战未来,digital,314.40300,942
哈哈~懂了~这就去买865~~,digital,640.93300,942
辱猴了,digital,908.29100,942
说的是高通芯片，用这芯片的可不止小米,digital,616.64300,942
好家伙,digital,514.40700,942
苹果yyds,digital,329.97900,942
怎么感觉最终受益者是苹果呢？,digital,710.05800,942
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,digital,719.88600,942
小米：为发烧而生,digital,762.89300,942
统一统一统一统一统一,digital,814.39700,942
为发烧而生,digital,760.72700,942
草,digital,754.35500,942
手里的小米10更香了,digital,753.09000,942
《升级》,digital,227.61400,942
麒麟980都能开啊,digital,815.62600,942
求生欲,digital,24.39000,942
这不比博人传热血？,digital,755.30700,942
重铸810火龙荣光，888义不容辞。,digital,398.98600,942
苹果nb,digital,476.21900,942
《不高了》,digital,792.36300,942
3.3w这么点面积，积热怕是离谱,digital,394.08500,942
88拉,digital,464.99300,942
说得我都想买米10了，哈哈哈,digital,865.65900,942
845还能打,digital,87.41200,942
华为nb,digital,793.82400,942
太难了~~,digital,570.80900,942
膏通,digital,120.12700,942
麒麟牛逼,digital,470.76600,942
梦回810,digital,875.02700,942
4核有难，1核旁观,digital,729.62800,942
鞭尸,digital,894.85000,942
《升级》,digital,223.17900,942
情商,digital,894.03000,942
草,digital,636.17900,942
麒麟打游戏能坚持住吗,digital,487.72000,942
？？？,digital,197.80300,942
反  向  升  级,digital,220.33900,942
侮辱性极强,digital,336.93600,942
反正除了跑分基本都只调动几个大核或者只调动小核，小核日常用，大核打游戏,digital,357.42200,942
810后继有人？？？,digital,791.04100,942
RNM退货,digital,498.63700,942
高通原来这么垃圾,digital,633.71900,942
666666,digital,611.35900,942
这不比博人传燃啊,digital,763.55300,942
火龙888,digital,314.95300,942
未 来 可 期,digital,396.60600,942
这样一比较，9000的功耗还不好看吗？,digital,843.08000,942
mix444444,digital,912.16300,942
膏通削龙,digital,179.76200,942
这9000功耗还不好看吗？,digital,851.06900,942
麒麟牛逼啊,digital,799.71800,942
小米尽力了,digital,574.38700,942
A14牛逼,digital,794.89900,942
膏通,digital,347.68000,942
苹果：你们继续比 我吃瓜,digital,478.77500,942
7.8瓦哈哈哈,digital,780.52800,942
三星的5纳米大家都懂的~！~~哈哈~~~,digital,443.54000,942
英特尔直呼内行,digital,208.91600,942
米猴出来解释解释,digital,679.67100,942
AMD直呼内行,digital,294.46600,942
夏天就是火龙,digital,769.29900,942
火龙上线,digital,421.05900,942
哈哈哈哈哈,digital,513.57900,942
不会有台积电的888，死心吧,digital,837.06600,942
苹果处理器的瓶颈源自库克鸡贼，搞个A13 fusion版本装SE2上面哪来这么多事逼。,digital,353.53400,942
建议推出个865米11,digital,754.70700,942
老图钉了,digital,528.08000,942
说句实话888还没挤完牙膏 是正常模式跑的 那为什么还要把性能模式的9000放出来呢？,digital,323.90700,942
麒麟开了高性能,digital,601.44700,942
好活,digital,512.27900,942
那麒麟是开了高性能,digital,598.58900,942
麒麟牛逼,digital,464.68100,942
企鹅一直很恶心,digital,834.06700,942
麒麟牛逼,digital,461.18100,942
知道买啥了,digital,920.54800,942
联发科：这我懂,digital,727.65600,942
《 大 核 》,digital,58.34200,942
唉嘿是什么意思啊,digital,267.85300,942
《 大 核 》,digital,58.34200,942
《 大 核 》,digital,58.34200,942
多核超了，单核没超A13。,digital,345.30900,942
还是13香啊,digital,533.83000,942
冬 季 限 定,digital,772.69500,942
810:这个我熟,digital,553.29300,942
你知道的太多了,digital,531.33200,942
dlss？？？,digital,681.92000,942
果然小米买双不买单 这道理永恒通用,digital,441.14800,942
高情商,digital,890.27100,942
9000和888还是不能比的……,digital,317.50700,942
功耗太高不敢调用,digital,740.13900,942
高情商,digital,892.53300,942
是不是麒麟没了，你高通就变膏通了,digital,542.65400,942
搭载了GTX660,digital,178.43100,942
等台积电5nm新一代芯片,digital,681.83300,942
买小米10至尊去了,digital,670.82400,942
#米哈游今天倒闭了么#,digital,669.78000,942
保护,digital,7.83800,942
865nb,digital,648.56000,942
好家伙我现在还是小米6,digital,908.18300,942
老马:给钱就开,digital,860.46100,942
优化问题可以改的,digital,728.33600,942
我用iPhone 但是今年华为确实看过不错 但是价格比小米贵 小米性价比还是高一点,digital,516.47300,942
原神还是pc玩,digital,705.71200,942
高通倒逼厂商做创新,digital,884.51300,942
大家冲冲冲,digital,218.00700,942
7核有难，老大围观,digital,736.20900,942
2k开着只有4.5小时亮屏续航，大家想清楚,digital,867.02000,942
买手机送暖手宝,digital,819.21100,942
为何安兔兔和这完全两玛事,digital,492.03900,942
麒麟牛逼,digital,348.91500,942
没啥用，别的手机也只能用888，没有别的CPU可以用,digital,70.84700,942
很过分,digital,932.06600,942
砍摄像头效果更好,digital,246.86200,942
米猴不玩游戏,digital,467.85100,942
大家加油拱火啊,digital,207.10800,942
麒麟牛逼！,digital,335.36500,942
苹果单核才是老英特尔，太吓人了，平均每代领先两年到三年。,digital,332.58300,942
联发科附体,digital,743.19500,942
求生欲满分,digital,916.13700,942
美杜莎,digital,58.06700,942
还是我的小米10破香啊,digital,38.01900,942
麒麟9000NB！,digital,708.89500,942
送暖手宝,digital,773.28700,942
买双不买单,digital,921.18600,942
说白了888其实没那么差，但是卖这么贵，就是差了！,digital,242.50900,942
好家伙,digital,714.98800,942
ehe,digital,12.31100,942
可惜了麒麟，本来是个抢占市场的好时机,digital,20.42000,942
黑鲨3pro80度笑而不语,digital,758.91000,942
9000NB,digital,704.47500,942
超成灰烬,digital,204.21900,942
求生欲,digital,900.80300,942
小米：哎，我首发耶！,digital,882.68400,942
原神排面,digital,12.89400,942
ISP,digital,274.40900,942
核弹工艺,digital,701.28300,942
别说了，别说了，直接加水冷吧（doge）,digital,539.36600,942
再见三星,digital,751.24300,942
865yyds,digital,414.17400,942
天玑1000+不香吗,digital,859.84900,942
高铁从此跟三星说分手,digital,727.24300,942
这是要干翻小米？我干翻我自己？,digital,517.32600,942
火龙888,digital,744.47500,942
交流供电,digital,716.30000,942
超频？麒麟970表示这个我熟啊,digital,198.41100,942
+,digital,16.25200,942
哈哈哈哈哈哈,digital,685.63600,942
《最 终 幻 想》,digital,669.34500,942
未来可期，我说的是麒麟,digital,479.20600,942
新一代火龙888,digital,429.09900,942
888又是一代火龙,digital,37.03900,942
联发科：这个我熟,digital,734.09900,942
还有4m留到下一版吗,digital,128.49900,942
小米6 我觉得我又行了,digital,914.49000,942
9000牛皮,digital,479.78000,942
三星的锅哈哈哈哈,digital,816.52100,942
台积电牛批,digital,801.84600,942
最新消息，小米公司将下一步终点将放在俄罗斯,digital,442.76600,942
紅紅火火恍恍惚惚,digital,516.25900,942
似曾相识,digital,684.08900,942
810,digital,390.05900,942
3个lsp,digital,258.81400,942
当年水果不就是被三星坑了,digital,662.45000,942
翻车也比联发科和华为强,digital,20.46800,942
三个lsp顶一个贾乃亮。,digital,278.77800,942
达到节能版i7的最低功耗了,digital,430.33900,942
？？？？？,digital,430.45900,942
我连王者荣耀都不玩。。。,digital,847.76400,942
爽,digital,588.63300,942
红米：tm的,digital,886.15600,942
刚买手机的我瞬间想退货了,digital,449.64300,942
刚买手机刚买手机的我瞬间想退货了,digital,445.40300,942
我EA888不服,digital,30.91900,942
省钱啦,digital,12.97000,942
梦回810,digital,25.92800,942
台积电的七纳米绝对比三星的五纳米好,digital,250.00700,942
米11刚出你就想着米12了？,digital,912.25300,942
升级,digital,229.84000,942
哈哈哈哈哈,digital,599.70600,942
索尼：4k120！,digital,875.56600,942
联发科牛逼,digital,600.73000,942
未 来 可 期,digital,384.20600,942
、,digital,819.19400,942
zheq牛,digital,525.10900,942
什么一颗，明明是一碗,digital,901.34500,942
那3999的价格也是现在最值得购买的手机,digital,929.66500,942
不说了，我去抢mate40了,digital,813.23300,942
《明眼人》,digital,436.63400,942
老一代联发哥直呼内行,digital,718.89400,942
干翻友商了,digital,328.10600,942
等几个月后的台积电工艺888吧,digital,837.34300,942
等下一代,digital,139.50200,942
老黄家的方案,digital,452.20000,942
韩国的民族性,digital,663.87000,942
草,digital,512.68400,942
垃圾三星,digital,815.39000,942
197g真nm轻,digital,861.21300,942
看老黄30系显卡的功耗就知道三星5nm多坑了,digital,677.19100,942
没有麒麟9000e啊,digital,914.52700,942
好家伙，建议今年砍缓存明年砍位宽,digital,128.69900,942
骁龙尤文处理器,digital,10.80200,942
865狂喜，果然10pro新一届钉子户,digital,777.83200,942
66666,digital,681.59900,942
升级了个寂寞,digital,517.45900,942
为发烧而生、,digital,768.28800,942
华为商店全给它整下去了,digital,828.34500,942
865还能再用好几年,digital,73.70100,942
芭芭拉,digital,451.70700,942
这就是活么不干，饭么猛吃吗,digital,611.91700,942
这冬天就靠它了,digital,769.71500,942
天天靠别人有毛用,digital,892.33500,942
哈哈哈哈哈,digital,858.34700,942
等s21怎么说,digital,673.99500,942
今年冬天冷啊这就是特色随身暖手宝太值了,digital,905.77400,942
麒麟牛逼,digital,708.82600,942
那我买888干啥吗,digital,848.61900,942
、,digital,941.64900,942
好家伙,digital,645.18700,942
我尽力了,digital,569.76000,942
M8再战1年等12,digital,870.83000,942
小米哪有特色？,digital,869.50900,942
真是耍猴啊这,digital,525.27200,942
这就是没自主芯片的悲哀这就是没自主芯片的悲哀这就是没自主芯片的悲哀这就是没自主芯片的悲哀,digital,930.35800,942
小米：高通坑比,digital,814.47700,942
甘又未必,digital,245.60900,942
我不玩游戏,digital,783.12100,942
好活,digital,505.69900,942
666,digital,9.33900,942
哈哈哈哈哈哈,digital,606.26800,942
暖手宝,digital,409.73500,942
米10至尊表示内心稍稍平衡,digital,120.47100,942
终于知道米11为什么赶在冬天发了,digital,432.47900,942
S20yyds,digital,685.10700,942
麒麟可惜了,digital,499.93200,942
你A系列还是5G外挂基带,digital,498.69200,942
我家电暖风2000w,digital,435.73900,942
求生欲满满,digital,890.51900,942
中国特供版，附带CEO宣传片,digital,654.18500,942
？？？,digital,707.05400,942
手持一加8Pro，屏幕挺香的,digital,866.96300,942
666666,digital,512.01000,942
反向升级,digital,694.11500,942
麒麟9000E，唯一真神！！,digital,632.64100,942
等小米12了,digital,96.41700,942
嘿嘿嘿，哟西,digital,320.06600,942
wc,digital,655.72100,942
麒麟可惜了,digital,480.67200,942
正常小米手机买双不买单。,digital,917.11700,942
上架一批865版本的11,digital,907.69700,942
999,digital,648.58900,942
收了小米钱吧,digital,20.89800,942
集成基带成熟了！,digital,245.22000,942
魅族：这就给17 OTA，今年的888不用发了,digital,529.07800,942
欸嘿嘿i欸嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿,digital,288.76900,942
哈哈哈哈哈,digital,648.88200,942
苹果是metal的api，不一样,digital,489.78000,942
夜空中最亮的星,digital,626.01600,942
暖手宝,digital,434.46900,942
2333333,digital,4.68600,942
这就很尴尬,digital,33.11500,942
40,digital,127.43900,942
不是说鸡血版么,digital,149.27400,942
大米评测那边直接飙到50度,digital,752.14800,942
师承牙膏厂,digital,531.77900,942
马上就退了买865,digital,638.03900,942
IQOO，你再骂,digital,878.45000,942
远不如麒麟9000,digital,802.16200,942
你苹果还是5G外挂基带,digital,461.72400,942
泡澡池才四十来度,digital,759.10200,942
lsp（doge）,digital,264.16100,942
魅族咋办啊,digital,888.29900,942
这也太绿了，京东方版本的屏幕吧,digital,821.52000,942
沙雕,digital,274.82300,942
刚好这两天降温了。,digital,555.71000,942
之前是哪些B到处说温度更低,digital,407.51400,942
12538人正在观看？？！！,digital,53.89600,942
三星堆工艺,digital,448.22400,942
老黄直呼内行,digital,140.53100,942
再见,digital,759.51400,942
不是李老八888就行,digital,11.94600,942
兄弟你打个比方嘛,digital,319.18300,942
就凭你敢惹猴崽子网络黑社会，一定三连,digital,936.79300,942
；；；；；；又不是不能用；；；；；；,digital,920.92400,942
666,digital,638.00300,942
废话！核心不一样,digital,539.74700,942
冬天买，狂喜，暖手宝,digital,58.36700,942
谁给猴崽子的勇气黑华为？自己屁都不是,digital,914.26500,942
明白了这就去买苹果12,digital,135.06500,942
求生欲,digital,902.82500,942
0.1卢,digital,419.90300,942
求生欲太强,digital,895.07400,942
小米想起了当初强推810的时光,digital,464.15900,942
高 情 商,digital,898.77900,942
求生欲，小米公关最近抽风,digital,888.40400,942
小米一直没什么价值，到手就废，回收也不待见。,digital,882.10600,942
懂了，888ti马上上线,digital,151.09100,942
还不如买865,digital,579.28500,942
你知道的太多了,digital,527.38700,942
那还不如买965啊,digital,572.51000,942
HAHAHA,digital,219.06300,942
保护,digital,22.13200,942
麒麟真的太可惜了,digital,461.83900,942
麒麟9000亿永远滴神,digital,625.90500,942
我差点就买小米11了,digital,790.01900,942
腾讯就是个杂碎,digital,843.18600,942
麒麟9000亿永远滴神,digital,621.48300,942
索尼：你说2k屏？？？？？？,digital,865.33900,942
大和舰,digital,80.82100,942
电老虎,digital,612.34200,942
三星堆，把锅背,digital,905.28900,942
865要涨价了哈哈哈哈哈哈,digital,640.66000,942
索尼Z5：？,digital,750.94400,942
求生欲,digital,764.37900,942
-,digital,742.42400,942
吹吖！！麻花疼也看你菊花不顺眼！！！,digital,830.97900,942
iqoo：我tm的,digital,883.64900,942
谁说了？谁说了？,digital,772.94800,942
诶嘿,digital,262.35000,942
最不吹硬件的还是性能最强的,digital,497.69900,942
牙膏不但能挤还能吸,digital,662.01000,942
麒麟超神了,digital,360.21900,942
零下20度东北很实用省着冻关机,digital,439.48500,942
好家伙,digital,527.45100,942
12580人正在看,digital,937.53900,942
给你们科普一下，你们口中的一代神U835也是三星代工的,digital,654.88900,942
拿出骁龙810，表示终于有接班者了,digital,755.11300,942
保护,digital,51.99000,942
米10破才是小米6+,digital,901.90900,942
reno5pro+突然感觉还ok,digital,878.82600,942
联发科表示很淦,digital,720.89900,942
可惜用的秒啊,digital,906.61900,942
是不弱啊。。可是发热大啊草。,digital,396.19100,942
等等党永远不会输,digital,635.62400,942
9000e优化神了，就等9000了,digital,746.84700,942
梦回骁龙810,digital,753.06600,942
←注意小米十43℃,digital,750.83000,942
开始了？,digital,889.87900,942
手持小米11路过,digital,27.16300,942
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,digital,393.15300,942
这都不是挤牙膏了,digital,536.69700,942
《欠优化》,digital,737.19300,942
华为的问题doge,digital,688.60800,942
要啥自行车,digital,33.94700,942
梦回小米note顶配,digital,768.72200,942
←  注意左边 小米十  41℃ doge,digital,743.53900,942
嗳嗨,digital,306.57200,942
大呼上当,digital,518.69600,942
NOTE9 还不卡,digital,190.25000,942
看来还有888plus,digital,124.85900,942
难怪提前了小半年，21年底就首发了888，赶着冬天能让温度稍微低一点..,digital,599.51000,942
三lsp好评,digital,265.81900,942
这强大的求生欲,digital,899.38300,942
三星：“手机炸弹了解一下。”,digital,453.03400,942
你是看不起我845呢,digital,200.33400,942
为什么你的字幕字体和我是一样的,digital,110.12900,942
AMD知乎内行,digital,492.65300,942
?????,digital,505.20800,942
结论就是 直接去买搭载A14的机型,digital,202.32300,942
这肯定是垃圾原神的问题啦！！垃圾米忽悠！！！,digital,682.37900,942
小火龙,digital,753.40900,942
高通公司绝对商业机密：还有很多骁龙860库存，好！改名888！洗劫一波市场。,digital,794.16100,942
AMD直呼内讧,digital,484.90800,942
啊这,digital,0.00000,942
额，梦回我那个乐视2的联发科x20,digital,723.36500,942
蓝绿：让子弹再飞一会儿，别买小米，等我出888,digital,0.93900,942
在东北想热都热不起来,digital,846.01700,942
10瓦帧率比你高的多啊,digital,600.17900,942
显卡超频 好家伙。。,digital,211.44100,942
都是原神的错（滑稽）,digital,808.62700,942
中核，大核，超大核,digital,49.89800,942
拿了一个炸弹,digital,439.66700,942
难怪能耗比这么离谱,digital,203.27900,942
那为啥不是findx2,digital,900.40600,942
保护,digital,11.91300,942
iphone直呼内行,digital,763.61800,942
为发烧而生，毕竟是小米嘛，理解。,digital,757.43900,942
如果是这个需求，完全没必要买晓龙888， 晓龙855就很好了,digital,785.32900,942
摸鱼,digital,713.63800,942
台积电或将成为最大赢家,digital,800.62700,942
？？？？,digital,685.03600,942
班里的差生努力学习短时间赶上来了你就说他考试作弊？,digital,384.13500,942
我都搞不懂这是在吹小米还是在黑了,digital,766.78000,942
都打架了，怎么协调,digital,832.21900,942
反向升级,digital,642.08900,942
小米手机除了芯片和系统还有什么？？,digital,36.82400,942
9931,digital,850.07300,942
高情商,digital,914.02000,942
求生欲,digital,904.10100,942
防沉迷？~诶嘿,digital,777.67100,942
求生欲,digital,899.42800,942
寒潮来了，买个暖手宝吧,digital,435.73900,942
草,digital,636.29700,942
疯狂求生,digital,891.78900,942
“诶？”,digital,378.13500,942
讲真你这测试科学吗？到底,digital,710.19900,942
火龙,digital,767.57500,942
反正制裁了华为，又是中国狗腿子首发，就是骗你们怎么了！当狗要有觉悟！,digital,560.81800,942
A12瑟瑟发抖,digital,42.79900,942
难怪猎户座功耗下不来，猎户座一直那么垃圾。,digital,656.93900,942
反正制裁了华为，又是中国狗腿子首发，就是骗你们怎么了！当狗要有觉悟！,digital,552.36300,942
821表示不服,digital,41.87400,942
协调？他俩已经打起来了,digital,832.91600,942
小米11尽力了,digital,745.87000,942
海思虽然生产不了了，但研发还在继续,digital,359.49500,942
买888不如865，哈哈,digital,645.95000,942
屏幕像素不一样吧。。,digital,636.69000,942
反正制裁了华为，又是中国狗腿子首发，就是骗你们怎么了！当狗要有觉悟！,digital,534.61900,942
这个视频肯定是小米竞争对手花钱了！,digital,749.09900,942
联发科十核处理器直呼内行,digital,724.09900,942
麒麟终于干过膏通了,digital,348.99900,942
哈哈哈哈，麻德笑死我了,digital,708.21900,942
小米:小丑竟是我自己,digital,783.68700,942
哈哈哈哈哈,digital,523.71100,942
高情商,digital,910.59200,942
英特尔：你功耗高,digital,462.47800,942
手里的865瞬间香的不得了啊,digital,635.24300,942
高通第一款5G集成芯片竟然做成这个样子,digital,331.03500,942
华为直呼内行,digital,694.55700,942
英特尔：别学我,digital,531.75300,942
所以还是三渣的祸！！垃圾三渣,digital,454.17900,942
三星和高通的交易,digital,925.64200,942
防  沉  迷  系  统,digital,756.52000,942
麒麟真的强啊,digital,489.86800,942
今年冬天冷，刚刚好,digital,755.06600,942
哈哈,digital,532.72300,942
哈哈哈哈哈哈哈哈哈哈,digital,645.15900,942
华为的性能模式是省电模式,digital,580.31900,942
玩玩斗地主,digital,779.50400,942
ohhhhhh,digital,517.71800,942
求生欲,digital,889.51700,942
怪不得上2k120hz屏，转移眼球给你一个买它的理由,digital,873.85900,942
?超大核?,digital,717.70900,942
麒麟已经孤注一掷了，骁龙还有牙膏可挤,digital,468.44900,942
8848,digital,13.22700,942
求生欲极强,digital,24.63900,942
夏天37度的室温下岂不是可以煮鸡蛋,digital,750.39900,942
三星：核弹制造厂,digital,657.30000,942
好家伙,digital,461.72300,942
逐渐联发科化,digital,737.35800,942
保护,digital,18.24000,942
保护,digital,8.21800,942
845感觉又行了,digital,187.00300,942
等一波888puls,digital,386.41900,942
三八处理器,digital,43.36500,942
23333,digital,701.72600,942
手持小米11看小米11,digital,34.11000,942
垃圾削龙,digital,306.77100,942
哈哈哈哈哈哈哈哈哈哈哈,digital,521.72700,942
真?为发烧而生,digital,307.45600,942
华为牛逼啊,digital,813.06400,942
外币八部,digital,79.87100,942
这是三星888吧！,digital,730.64700,942
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,digital,636.95300,942
3999别做梦了,digital,713.07000,942
2333,digital,645.31100,942
反话,digital,23.95900,942
"哇好棒呢,",digital,74.56900,942
哈哈哈哈,digital,643.04900,942
还用着骁龙855的我终于感觉好受了一点 ,digital,745.77600,942
下半年888+有了,digital,117.01000,942
极客湾还是强啊,digital,85.45900,942
还在用855的我终于感觉好受了一点,digital,740.79200,942
大 火 龙 大 战 火 麒 麟,digital,600.64700,942
手持865不禁笑了出来,digital,638.89500,942
9000e请求出战,digital,711.28500,942
特色,digital,855.54300,942
啪啪啪,digital,642.69000,942
相隔四年火龙系列又更新了,digital,403.65400,942
回来了，暖手宝功能又回来了,digital,757.91900,942
难怪要制裁海思，这才几年快把高通打的站不起来了,digital,489.62000,942
红红火火恍恍惚惚,digital,514.62100,942
相隔四年火龙系列终于更新了,digital,398.37400,942
老婆当地人,digital,359.87400,942
小丑竟是我自己,digital,611.30500,942
嘿嘿个der啊你,digital,256.13900,942
《高情商》,digital,881.30100,942
苹果太牛逼了感觉,digital,493.82500,942
骁龙888:你再骂,digital,596.53900,942
数毛社？,digital,678.67400,942
大伊万,digital,593.59100,942
骁龙810直呼内行,digital,564.88400,942
果然还是小米10香,digital,874.55000,942
BILIBILI,digital,94.50800,942
老黄是ARM的老板，你说这刀法如何？,digital,121.01900,942
华为怎么看起来有点绿,digital,821.30400,942
强烈要求出865版本11,digital,900.04100,942
喜欢+1,digital,892.84600,942
