id,name,grade,category,tag_name,book_num
104588,夜火流光,9.5,文字,"['文字', '女性向', '养成', '剧情', '国风', 'AVG']",68162
104555,丛林狂飙,0.0,休闲,"['休闲', '狩猎', '西部', '套圈', '猎物', '斗兽']",36296
102548,本茶纲目,9.5,卡牌,"['卡牌', '二次元', '剧情', '国风', '拟人']",126192
104538,校花梦工厂,2.8,放置,"['放置', '女性向', 'RPG', '恋爱', '放置', '挂机']",61457
104404,一世之尊,4.2,角色扮演,"['角色扮演', '手游', '玄幻仙侠', '颜值即正义', '一世之尊', 'mmorpg']",65452
104511,卡牌王者,6.3,卡牌,"['卡牌', '卡牌']",58928
104506,无尽银河,7.2,回合战略,"['回合战略', '策略', '战舰', '科幻', '星河', '银河']",60021
104493,跟我玩连萌,9.1,角色扮演,"['角色扮演', '二次元', '角色扮演', '少女', '魔幻', '策略回合']",74489
104502,余烬风暴,8.9,角色扮演,"['角色扮演', '中世纪', 'MMORPG', '自由视角', '欧美魔幻']",214591
104485,樱都学园,9.2,角色扮演,"['角色扮演', '二次元', '角色扮演', 'JRPG', '回合战斗']",61296
104504,七雄纷争,7.3,策略,"['策略', '策略', '手游', '战国', '七雄']",36279
104449,陈情令,3.1,卡牌,"['卡牌', '国风']",247377
104296,哈利波特：魔法觉醒,6.9,角色扮演,"['角色扮演', '哈利波特', '魔法觉醒', '哈利波特手游']",1350502
104371,阳春艺曲,9.6,音乐节奏,"['音乐节奏', '音乐', '古风', '国风', '音游', '诗词']",68808
104394,逃亡者,2.9,策略,"['策略', '策略', '放置', '丧尸', '末日', '单机']",23773
104304,蓝图计划,8.0,类Rogue,"['类Rogue', '策略', '二次元', '卡牌', '休闲', 'Roguelike']",60549
104250,超能球球,2.0,多人对战,"['多人对战', '休闲', '益智', '多人对战', '休闲竞技', 'IO']",60055
104391,次元对决,8.1,策略,"['策略', '策略', '回合制', '休闲', '不氪', '玩法新颖']",83702
104357,魔法召唤,2.7,卡牌,"['卡牌', '二次元', '冒险', '放置', '神明']",61758
104403,天天枪战2,7.0,角色扮演,"['角色扮演', '射击', '末日', 'Q版']",57765
104331,三国英雄录,2.7,卡牌,"['卡牌', '卡牌', '热血', '三国']",61518
104256,混沌起源,2.3,MMORPG,"['MMORPG', 'MMORPG', '西方魔幻', '次世代', '东方仙侠']",50891
104343,迪士尼梦之旅,8.2,休闲,"['休闲', '迪士尼', '卡牌收集', '泡泡消除手游', '超萌']",74340
104121,阴阳师智走棋,8.4,策略,"['策略', '和风', '阴阳师', '平安京', '自走棋']",42710
104282,元能失控,7.8,类Rogue,"['类Rogue', '动作', '独立游戏', '联机', 'Steam移植', 'Rouelike']",65049
104284,斯露德,9.5,射击,"['射击', '二次元', '3D', '美少女', '空战', '弹幕']",198472
104001,筑梦公馆,8.8,文字,"['文字', 'avg', '剧情', '文字冒险']",60878
102851,小小飞弹,5.1,射击,"['射击', '养成', '社交', 'Q萌', '弹射', '经典弹弹堂']",48532
104200,魔方战争,8.8,休闲,"['休闲', '竞技', '休闲', '欢乐', '创新', '三分钟一把']",37897
104225,掌机冒险,2.7,动作,"['动作', '二次元', '动漫', '冒险', '童年', '经典']",49779
104226,破空之痕,7.1,回合战略,"['回合战略', '策略', '二次元', '战争', '美女', '放置类手游']",51735
102927,宝可梦大探险,5.5,休闲,"['休闲', '养成', '收集', '休闲', '宝可梦', '闯关']",171644
103426,旧日传说,7.5,类Rogue,"['类Rogue', 'roguelike', '地牢', '角色扮演', '克苏鲁', '冒险']",58661
102635,轩辕剑苍之曜,7.7,动作,"['动作', '二次元', '动作', '角色扮演', '轩辕剑', '国风']",118351
104147,原始奇兵,9.0,多人对战,"['多人对战', '多人对战', '建造', '联机', 'IO', '轻MOBA']",49447
104118,乱世将星,0.0,角色扮演,"['角色扮演', 'RPG', '卡牌', '唯美', '和风']",49519
104079,梦想足球,8.4,体育竞技,"['体育竞技', '电竞', '球星', '足球游戏', '中超', '国安']",49256
104155,炮击王者,6.0,休闲,"['休闲', '休闲', '跑酷', '游戏']",49082
104078,织女星计划,4.0,角色扮演,"['角色扮演', '角色扮演', '射击', '科幻', '手游', '星际争霸']",49447
104074,向僵尸开炮,6.0,射击,"['射击', '僵尸', '手机游戏', '绝地求生', '末日僵尸', '向僵尸开炮']",23705
103656,摩尔庄园,9.6,模拟经营,"['模拟经营', '3d', '搭配换装', '经典', '社交', '家园']",448319
104105,异城危机,7.5,策略,"['策略', '末日题材', '休闲挂机', '丧尸手游', '放置对战', '烧脑策略']",49199
103839,绯石之心,9.0,放置,"['放置', '角色扮演', '多人', 'Roguelike', '挂机', '竖屏']",162045
104070,梦幻新诛仙,9.2,角色扮演,"['角色扮演', '回合', '经典', '梦幻新诛仙']",99362
104077,伊格利亚战记,8.0,策略,"['策略', '像素风', '架空世界', '大战略', '半即时战斗', '人物养成收集']",50942
103904,超级实况,5.3,体育竞技,"['体育竞技', '竞技', '足球', '实况', '体育', 'FIFA']",49178
104024,潘多拉的回响,9.3,角色扮演,"['角色扮演', '二次元', '养成', '卡牌', '美少女', '坦克娘']",56835
103902,神之卡,2.5,卡牌,"['卡牌', '策略', '卡牌', '回合制', 'TCG', '角色']",49451
103865,克瑞因的纷争,9.7,卡牌,"['卡牌', '策略', 'RPG', '独立游戏', '爆肝', 'Rouguelike']",52849
103998,王城英雄,2.5,动作,"['动作', '王城英雄', '洪金宝', '洪金宝代言', '单职业']",50454
103970,早安少女,6.9,养成,"['养成', '乙女', '高甜', '恋爱', '角色扮演', '养成']",60712
103985,择天大陆,6.7,卡牌,"['卡牌', '二次元', '卡牌', '放置']",50754
103939,恐龙宝贝神奇之旅,2.0,卡牌,"['卡牌', '原始', '恐龙', '精灵', '进化', '魔眼']",50449
103788,穿越寻宝记,6.0,益智,"['益智', '休闲', '益智', '穿越', '解密', '寻宝']",49197
103838,开心竞技场,3.2,益智,"['益智', '手机游戏', '休闲游戏', '益智解谜', '开心竞技场', '好友对战']",49108
103894,梦间集2,9.4,角色扮演,"['角色扮演', '二次元', '3D', '国风赛博']",75190
103807,烹饪冒险,10.0,休闲,"['休闲', '休闲', '手游', '烹饪']",50505
103648,天空编年史,8.3,角色扮演,"['角色扮演', '机甲', '载具', '蒸汽朋克']",50131
103724,逍遥大侠,3.1,角色扮演,"['角色扮演', '国风仙侠', '仙侠修仙', '结婚手游', '梦幻情缘', '姻缘抢婚']",49228
103545,重生细胞,7.8,类Rogue,"['类Rogue', 'ARPG', '像素', 'RogueVania']",1621072
103748,命运砂时计,9.2,角色扮演,"['角色扮演', '命运', '手游', '吸血鬼', '美男']",57961
103716,妖灵退散,8.5,角色扮演,"['角色扮演', '二次元', '手机游戏', '阴阳师', '十连抽', '恶灵退散']",49652
103747,全民漂移3D游戏软件,4.7,休闲,"['休闲', '休闲', '赛车', '竞速', '漂移']",49274
103761,饥饿之塔,9.0,类Rogue,"['类Rogue', '格斗', '独立游戏', '末世', '爬塔', 'ROGUELIKE']",49515
103770,时空之塔,8.0,角色扮演,"['角色扮演', '魔幻', '日系', '回合制', '二次元世界']",50686
103737,触摸天空,3.6,卡牌,"['卡牌', '恋爱养成', '卡牌', '美少女', '唯美风']",49858
103323,狼人对决,8.1,棋牌桌游,"['棋牌桌游', '策略', '卡牌', '桌游', 'CCG', 'TCG']",86845
103228,少女的王座,9.6,养成,"['养成', '乙女', '剧情', '恋爱', '换装', '养成']",158441
103652,末日审判,8.2,策略,"['策略', '策略', '战争', '生存', '末日', '掠夺']",50369
103593,不朽魔神,2.4,角色扮演,"['角色扮演', '角色扮演', '手机游戏', '官方正版', '魔幻手游', '热门手游']",49251
103694,逆转回合,8.9,棋牌桌游,"['棋牌桌游', 'TCG', '策略卡牌', '卡牌对战', 'CCG']",50901
103647,皮皮虾传奇,9.8,休闲,"['休闲', '搞笑', '魔性', '挂机', '模拟经营', '皮皮虾']",49405
103198,世界异化之后,4.0,角色扮演,"['角色扮演', '3D', '魔幻', '竞技', '开放世界', '圣域']",49688
103459,心动事件簿,2.1,养成,"['养成', '养成', '恋爱', '乙女', '侦探', '心动事件簿']",51876
103482,无情剑侠,3.0,角色扮演,"['角色扮演', '仙侠', '武侠', 'MMORPG', '国风', '结婚']",49362
103497,圣裁终焉,9.5,动作,"['动作', '二次元', '动作', '角色扮演']",67157
103503,萌宠归途,9.3,解谜,['解谜'],58253
103485,救赎之地,8.4,多人对战,"['多人对战', '竞技', '沙盒', 'MOBA', '虚幻4', '多人联机']",54812
103013,幻想神姬,8.9,卡牌,"['卡牌', '收集养成', '二次元', 'RPG', '卡牌', '神灵']",118036
103450,有杀气童话2,7.4,角色扮演,"['角色扮演', '战斗', '角色扮演', '冒险', '社交', 'MMORPG']",55774
103442,隐世录,8.9,角色扮演,"['角色扮演', '角色扮演']",303212
103248,行界：重构,8.9,卡牌,"['卡牌', '人工智能', '中国式科幻', '反乌托邦', '全语音剧情']",288961
102853,四则精灵,4.8,卡牌,"['卡牌', '二次元', '卡牌', '国风', '四则精灵', '妖兽']",49947
102492,空之旅人,7.4,角色扮演,"['角色扮演', '策略', '二次元', '剧情', '美少女', '回合制']",65363
101533,零域战线,7.7,策略,"['策略', '策略', '二次元', '卡牌', '美少女', '赛博朋克']",113514
103275,人形觉醒,7.4,动作,"['动作', '二次元', '美少女', '横版格斗', '手游', 'ACT']",487395
103276,爆裂魔女,8.7,射击,"['射击', '美少女', '弹幕', 'STG', '爆裂魔女', '弹幕游戏']",533222
102164,光影链接,8.4,角色扮演,"['角色扮演', '卡牌', '网游', '二次元', '美少女', '养成']",424349
103322,石器时代M,8.0,角色扮演,"['角色扮演', '原始', '恐龙', '石器']",63279
103043,黑月,6.6,格斗,"['格斗', '格斗', '手机游戏', '游戏', '泛二次元']",77852
103254,纸境英雄,9.1,类Rogue,"['类Rogue', '卡牌', 'Roguelike', '桌游', '策略回合', 'DBG']",63132
103204,伊妮莉丝,8.7,策略,"['策略', '二次元', '养成', '美少女', '剧情向', '日系游戏']",72187
103137,精灵之境,8.1,养成,"['养成', '女性向', '养成', '模拟', '经营', '放置']",90501
103121,哆啦A梦飞车,8.9,竞速,"['竞速', '赛车', '童年', '哆啦A梦', '多啦A梦', '飞车']",51150
103022,爱丽丝秩序,9.2,卡牌,"['卡牌', '少女', '百合', '异能', '平行世界', '轻烧脑']",207142
103074,星战前夜: 无烬星河,8.0,沙盒,"['沙盒', '星际', '星战', 'EVE手游', 'EVE', '星战前夜']",182778
102964,鹿鼎记手游,6.0,MMORPG,"['MMORPG', '角色扮演', '武侠', '金庸', '国漫', '鹿鼎记']",41308
102244,梦之旅人,7.6,格斗,"['格斗', '二次元', '格斗', '斗技', '横版']",169841
